PROLIFIC_PID,Mini_VLAT_Raw_Score,Mini_VLAT_Corrected_Score,Total_NFC_Score,LoC_Score,Joyous_Exploration_Total,Deprivation_Sensitivity_Total,Stress_Tolerance_Total,Social_Curiosity_Total,Thrill_Seeking_Total,Extraversion,Agreeableness,Conscientiousness,Emotional_Stability,Openness_to_Experiences,ResponseId,Aesthetic_Appeal,Satisfaction_Rating,Perceived_Clarity,TIMER_First_Click,TIMER_Last_Click,TIMER_Page_Submit,Click_Count,Response,Success_Level,Effort_Level,Emotional_State,Vis,Task
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Appealing,Neutral,Neutral,0.0,0.0,8.05,0,stats about unemployment,,,,AR,MEM
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Appealing,Unsatisfied,Neutral,52.724,58.295,58.65,2,adelie,Somewhat Successful,Moderate Effort,Moderately,PL,ID
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Appealing,Unsatisfied,Neutral,0.0,0.0,106.776,0,gentoo,Very Successful,Moderate Effort,Moderately,PL,C
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Appealing,Unsatisfied,Neutral,0.0,0.0,5.052,0,none,Very Successful,Moderate Effort,Moderately,PL,T
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Appealing,Unsatisfied,Neutral,0.0,0.0,4.533,0,yes,Very Successful,Minimal Effort,Moderately,PL,RC
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Appealing,Unsatisfied,Neutral,0.0,0.0,7.901,0,body mass,Very Successful,Minimal Effort,Moderately,PL,DE1
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Appealing,Unsatisfied,Neutral,13.948,13.948,14.439,1,penguins have different characteristics ,,,,PL,DE2
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Appealing,Unsatisfied,Neutral,0.0,0.0,8.124,0,stats about penguins,,,,PL,MEM
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Neutral,Neutral,Neutral,0.0,0.0,5.035,0,chinstrap,Somewhat Successful,Moderate Effort,Slightly,BP,ID
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Neutral,Neutral,Neutral,0.0,0.0,4.518,0,adelie,Somewhat Successful,Moderate Effort,Moderately,BP,C
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Neutral,Neutral,Neutral,0.0,0.0,7.134,0,"no trends, no difference",Very Successful,Minimal Effort,Moderately,BP,T
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Neutral,Neutral,Neutral,3.86,6.841,7.213,2,none,Very Successful,Moderate Effort,Very,BP,RC
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Neutral,Neutral,Neutral,3.351,4.928,14.863,3,body mass changes wildly. it does not,Somewhat Successful,Moderate Effort,Slightly,BP,DE1
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Neutral,Neutral,Neutral,0.0,0.0,7.372,0,gentoo are heavier,,,,BP,DE2
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Neutral,Neutral,Neutral,0.0,0.0,4.062,0,size of penguins,,,,BP,MEM
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Neutral,Neutral,Neutral,8.759,10.947,14.735,3,california,Somewhat Successful,Moderate Effort,Slightly,CH,ID
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Neutral,Neutral,Neutral,0.0,0.0,5.001,0,south,Somewhat Successful,Moderate Effort,Slightly,CH,C
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Neutral,Neutral,Neutral,0.0,0.0,4.022,0,no,Somewhat Successful,Moderate Effort,Slightly,CH,T
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Neutral,Neutral,Neutral,0.0,0.0,2.935,0,none,Very Successful,Minimal Effort,Moderately,CH,RC
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Neutral,Neutral,Neutral,0.0,0.0,2.93,0,none,Somewhat Successful,Minimal Effort,Moderately,CH,DE1
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Neutral,Neutral,Neutral,5.988,5.988,6.265,1,unemployment is low,,,,CH,DE2
5f16f559325a640008bb9a07,6,3.0,60.0,14,25.0,23.0,15.0,23.0,25.0,6.0,10.0,6.0,7.0,9.0,R_3MPuAGbvNEllJMN,Neutral,Neutral,Neutral,5.45,5.45,10.494,1,unemployment is low,,,,CH,MEM
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Satisfied,Clear,2.444,3.011,5.29,2,JULY,Perfect Execution,No Effort,Very,SB,ID
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Satisfied,Clear,9.64,12.902,13.788,4,APRIL,Very Successful,High Effort,Very,SB,C
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Satisfied,Clear,12.462,34.395,35.787,4,ITS SIGNIFIGANTY MORE RAINY IN THE WINTER/COLD MOMTHS,Somewhat Successful,Moderate Effort,Moderately,SB,T
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Satisfied,Clear,1.481,14.95,15.602,4,MONTHS WITH MORE SUN HAVE LESS RAIN,Very Successful,Moderate Effort,Very,SB,RC
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Satisfied,Clear,1.368,6.425,12.636,3,FALL IS THE MOST FOGGY,Somewhat Successful,High Effort,Very,SB,DE1
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Satisfied,Clear,4.438,26.471,27.161,3,THE SUMMER HAS THE HIGHEST SUNNY DAYS AND THE WINER HAS THE GREATEST RAIN,,,,SB,DE2
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Satisfied,Clear,1.154,4.24,4.896,3,NOHING,,,,SB,MEM
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Satisfied,Clear,7.96,8.494,10.487,2,8,Perfect Execution,Maximum Effort,Very,DB,ID
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Satisfied,Clear,13.919,14.433,16.754,2,AGREE,Somewhat Successful,High Effort,Very,DB,C
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Satisfied,Clear,1.749,5.109,7.07,2,MORE,Very Successful,High Effort,Very,DB,T
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Satisfied,Clear,1.938,23.729,24.612,3,"YES THE MORE PEOPLE AGREE, THE LESS THEY TEND O DISAGREE",Very Successful,Moderate Effort,Very,DB,RC
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Satisfied,Clear,1.575,61.662,62.369,7,THE QUESTIONS 6-8 HAVE THE HIGHRST LEVELS OF AGREEMENT BASED ON THE SURVEY CONTESTS,Very Successful,High Effort,Very,DB,DE1
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Satisfied,Clear,3.623,28.039,28.71,3,ITS POSSIBLE THE CONTENT IN QUESTION 8 IS NOT GOOD DUE TO THE COMPLETE AGREEMENT,,,,DB,DE2
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Satisfied,Clear,1.28,1.703,4.216,2,NOTHING,,,,DB,MEM
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Appealing,Satisfied,Neutral,1.123,16.141,16.979,4,2007,Very Successful,Moderate Effort,Very,ML,ID
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Appealing,Satisfied,Neutral,5.541,14.298,14.869,4,APPL,Very Successful,High Effort,Very,ML,C
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Appealing,Satisfied,Neutral,9.913,18.45,19.136,4,RELATIVELY STABLE AND FLAT,Somewhat Successful,High Effort,Very,ML,T
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Appealing,Satisfied,Neutral,9.123,39.323,40.14,4,"THEY PRETTY ,UCH FOLLOWED THE SAME PATTERNS HOWEVER APPL HAD A HIGHER OVERALL RISE",Very Successful,High Effort,Moderately,ML,RC
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Appealing,Satisfied,Neutral,1.479,22.934,23.703,5,2008 SHOWED A SIMILAR RISE FOR ALL COMPANIES,Very Successful,Moderate Effort,Very,ML,DE1
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Appealing,Satisfied,Neutral,2.079,28.737,29.439,3,OVERTIME COMPANIES IN SIMILAR INDUSTRIES MAY EXPERIENCE SIMILAR PRICE TRENDS,,,,ML,DE2
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Appealing,Satisfied,Neutral,1.388,3.769,4.423,3,NOTHING,,,,ML,MEM
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Very Appealing,Very Satisfied,Clear,0.85,13.089,13.61,4,2010,Very Successful,High Effort,Very,SA,ID
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Very Appealing,Very Satisfied,Clear,1.731,26.303,27.023,4,CONSTRUCTION,Very Successful,Moderate Effort,Very,SA,C
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Very Appealing,Very Satisfied,Clear,1.565,5.324,12.103,2,CONSTRUCTION,Very Successful,Moderate Effort,Very,SA,T
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Very Appealing,Very Satisfied,Clear,4.608,28.543,29.247,3,TRANSPORTATION WAS MOST STABLE AND CONSTRUCTION WAS MOST VULNERABLE,Very Successful,Moderate Effort,Very,SA,RC
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Very Appealing,Very Satisfied,Clear,6.311,26.017,26.633,5,MINING AND MANUFACTURING,Very Successful,High Effort,Very,SA,DE1
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Very Appealing,Very Satisfied,Clear,1.522,1.797,16.495,2,GET A JOB IN TRANSPORTATION BECAUSE ITS NOT GOING ANYWHERE,,,,SA,DE2
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Very Appealing,Very Satisfied,Clear,1.479,3.612,4.327,2,NOTHING,,,,SA,MEM
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Neutral,Clear,1.891,28.689,29.437,4,ESEMKA,Very Successful,Minimal Effort,Not At All,RD,ID
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Neutral,Clear,11.362,16.336,16.943,3,CADILLAC,Very Successful,Minimal Effort,Moderately,RD,C
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Neutral,Clear,1.926,29.186,30.01,4,ESEMKA SEEMS TO HAVE THE VAST MAJORITY OF THE MARKET SHARE,Very Successful,High Effort,Very,RD,T
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Neutral,Clear,1.696,34.203,35.044,4,NON LUXURY BRANDS AS A WHOLE HAVE A GREATER MARKET SHARE,Very Successful,High Effort,Very,RD,RC
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Neutral,Clear,3.211,10.837,26.629,3,BMW IS UNEXPEXTED BSED ON HOW EXPENSIVE IT IS,Somewhat Successful,High Effort,Very,RD,DE1
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Neutral,Clear,2.31,35.031,36.244,4,THAT SOMETIMES CONSUMERS ARE WILLING TO PAY FOR MORE EXPENSIVE VEHICLES,,,,RD,DE2
66240f705ac353a0bb928773,7,5.5,54.0,12,21.0,20.0,29.0,24.0,25.0,7.0,7.0,8.0,8.0,3.0,R_1RxTQ4HXZ97yQqA,Neutral,Neutral,Clear,1.705,2.145,33.875,2,"I LEARNED A NEW BRAND OF VEHICLE EXISTS, I HAVE NEVER HEARD OF THE LARGEEST SHARE CAR BRAND ",,,,RD,MEM
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Neutral,Satisfied,Clear,14.015,14.015,32.014,1,"1932, flood",Somewhat Successful,Maximum Effort,Slightly,BU,ID
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Neutral,Satisfied,Clear,1.715,10.282,17.571,2,earthquakes,Somewhat Successful,Maximum Effort,Not At All,BU,C
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Neutral,Satisfied,Clear,5.321,5.321,22.956,1,The bubbles have gotten smaller indicating less deaths due to epidemics,Very Successful,Maximum Effort,Not At All,BU,T
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Neutral,Satisfied,Clear,4.655,4.655,28.424,1,Seems like the first half of the 1900s had more natural disasters than the second half into the 2000s,Somewhat Successful,Maximum Effort,Not At All,BU,RC
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Neutral,Satisfied,Clear,4.383,11.454,29.631,2,There were lots of deaths from epidemics in the 1900s-1920s but not as many after that,Somewhat Successful,Maximum Effort,Not At All,BU,DE1
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Neutral,Satisfied,Clear,1.519,1.519,15.255,1,Deaths from natural disasters are varied throughout time,,,,BU,DE2
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Neutral,Satisfied,Clear,1.373,1.373,15.032,1,There were a lot of deaths from epidemics in the early 1900s,,,,BU,MEM
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Unappealing,Unsatisfied,Very Unclear,223.794,260.906,261.431,3,Peatland,Mostly Unsuccessful,Maximum Effort,Moderately,CO,ID
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Unappealing,Unsatisfied,Very Unclear,11.175,11.175,21.275,1,I think it decreased a little,Mostly Unsuccessful,Maximum Effort,Slightly,CO,C
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Unappealing,Unsatisfied,Very Unclear,27.06,41.467,54.121,2,Decreased for all sites besides morris,Mostly Unsuccessful,High Effort,Moderately,CO,T
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Unappealing,Unsatisfied,Very Unclear,10.93,26.302,26.756,2,Only Morris increased across all varieties. Most others decreased ,Mostly Unsuccessful,High Effort,Moderately,CO,RC
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Unappealing,Unsatisfied,Very Unclear,6.912,24.186,26.506,2,There were some small random increases like Velvet at Grand Rapids and No 475 at University Farm.,Mostly Unsuccessful,Moderate Effort,Moderately,CO,DE1
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Unappealing,Unsatisfied,Very Unclear,1.436,1.436,22.584,1,Not sure. It's very unclear and not well made. I don't think I interpreted it correctly.,,,,CO,DE2
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Unappealing,Unsatisfied,Very Unclear,1.315,1.315,16.735,1,Morris increased its barley output between 1931 and 1932.,,,,CO,MEM
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Unappealing,Unsatisfied,Neutral,1.855,1.855,16.689,1,2009,Somewhat Successful,High Effort,Not At All,SA,ID
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Unappealing,Unsatisfied,Neutral,15.545,15.545,18.848,1,Construction,Somewhat Successful,Moderate Effort,Slightly,SA,C
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Unappealing,Unsatisfied,Neutral,21.337,21.337,30.26,1,It doesnt look like any of them decreased.,Mostly Unsuccessful,High Effort,Moderately,SA,T
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Unappealing,Unsatisfied,Neutral,6.186,6.186,56.68,1,"I think Government has the least amount of change, and construction has the most. Government is the more resilient and construction is the most vulnerable",Somewhat Successful,Moderate Effort,Moderately,SA,RC
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Unappealing,Unsatisfied,Neutral,10.106,10.106,30.192,1,They all seem to move in tandem. All the spikes are pretty consistent.,Somewhat Successful,Moderate Effort,Moderately,SA,DE1
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Unappealing,Unsatisfied,Neutral,1.399,1.399,12.099,1,A lot of industries are connected when it comes to economics,,,,SA,DE2
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Unappealing,Unsatisfied,Neutral,0.888,0.888,4.045,1,Money is important,,,,SA,MEM
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Neutral,Unsatisfied,Neutral,1.495,1.495,11.729,1,AAPL,Somewhat Successful,Moderate Effort,Slightly,LS,ID
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Neutral,Unsatisfied,Neutral,1.404,1.404,8.825,1,AAPL,Somewhat Successful,Moderate Effort,Slightly,LS,C
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Neutral,Unsatisfied,Neutral,1.044,1.044,7.809,1,Consistently high,Somewhat Successful,High Effort,Slightly,LS,T
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Neutral,Unsatisfied,Neutral,1.581,1.581,16.398,1,They all decreased in 2009.,Somewhat Successful,Moderate Effort,Slightly,LS,RC
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Neutral,Unsatisfied,Neutral,1.418,18.239,20.478,3,"Nor really, the trends seem pretty consistent.",Mostly Unsuccessful,High Effort,Slightly,LS,DE1
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Neutral,Unsatisfied,Neutral,1.059,15.786,16.186,2,IBM was the most dominant tech stock from 2000-2007,,,,LS,DE2
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Neutral,Unsatisfied,Neutral,0.612,12.276,12.742,2,MSFT was not very relevant in the early 2000s,,,,LS,MEM
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Very Unappealing,Very Unsatisfied,Very Unclear,2.16,2.16,13.521,1,Gentoo,Somewhat Successful,Moderate Effort,Very,PL,ID
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Very Unappealing,Very Unsatisfied,Very Unclear,1.368,1.368,9.9,1,Gentoo,Somewhat Successful,Moderate Effort,Very,PL,C
65cb6fdbf0ca3606c22b9eb7,10,7.5,74.0,21,25.0,24.0,19.0,25.0,13.0,5.0,11.0,10.0,9.0,8.0,R_1JK06BZTsGhP3Da,Very Unappealing,Very Unsatisfied,Very Unclear,1.402,29.125,29.525,3,High beak depth but low everything else,Somewhat Successful,Minimal Effort,Very,PL,T
